"PRECINCT","OBJECTID.x","LEGISDIST","CONGDIST","SENDIST","SCHOOLDIST","COUNDIST","FORMERPREC","precinct","tvotes16","tvotes20","vote_change","longitude_prec_cent","latitude_prec_cent","distance2020","OBJECTID_1","OBJECTID","PRECINCT.y","VOTE_LOC","VOTE_ADD","GlobalID","longitude2016poll","latitude2016poll","new_poll_long","new_poll_lat","distance2020miles","distance2016miles","poll_dist_change_miles","total_pop_sum","white_sum","over65sum","white_pct","nonwhite_pct","over65pct","turnout_pct_chg","tvotes16B","dist_chgXage65over","dist_chgXnonwhite","dist_chg_squared","color_nonwhite","color65"
"V107",185,36,4,20,"7",20,"B174","V107",90,171,81,-85.4418512989741,38.1843756760904,84112.8352445854,165,165,"V105","Fisherville Baptist Church/Gym","14910 Taylorsville Rd","{4E90948E-3AF3-4A4E-86D2-38D4B6C1241A}",-85.4661766789999,38.190517986,-85.741452,38.199089,16.3400437446028,1.39032627498429,14.9497174696185,815.785563254568,780.710023834813,102.264815548517,95.7003971387013,4.29960286129867,12.5357471564626,90,90,187.40587825969,64.2778480079784,223.494052421417,"#9FDDF3","#B1AAFB"
"H114",186,35,3,19,"6",21,NA,"H114",2,4,2,-85.7397149959659,38.1973834616162,110012.935429489,220,220,"H115","Audubon Trad Elem School Gym","1051 Hess Ln","{B07BE3B1-F733-4E7F-84F1-9D63A5AE0763}",-85.731275179,38.2081227100001,-85.741452,38.199089,0.150918962828568,0.871579787757567,-0.720660824928999,850.103335757816,777.938450857611,101.027501772362,91.511045555906,8.48895444409405,11.8841436708752,100,2,-8.5644367814277,-6.11765691246551,0.519352024587345,"#9FDDF3","#B1AAFB"
"C138",187,30,3,19,"2",26,NA,"C138",156,232,76,-85.6304143442512,38.2067592626317,100791.593523006,218,218,"D131","Klondike Elementary School Gym","3807 Klondike Ln","{DDD45008-B26E-4167-801C-D0D8458E442A}",-85.637253867,38.2090306360001,-85.741452,38.199089,6.06642623151206,0.403846144796486,5.66258008671557,771.142631799522,627.466713034536,180.061271632783,81.3684378427234,18.6315621572766,23.3499308957405,48.7179487179487,156,132.220853716405,105.502712856198,32.0648132384677,"#9FDDF3","#7D76C7"
"D132",188,31,3,19,"2",11,NA,"D132",439,587,148,-85.6080486068368,38.2043134260878,98817.6312951999,204,204,"C136","Hunsinger Lane Baptist Church","3400 Summerfield Dr","{692E07ED-6607-433D-A99D-489A66CDA34E}",-85.615462227,38.2021661110001,-85.741452,38.199089,7.26964511233554,0.429813744660313,6.83983136767522,2247.32776153831,1714.82652282282,322.628168767734,76.3051368016299,23.6948631983701,14.3560798869361,33.7129840546697,439,98.1931655275171,162.068868556985,46.7832931382339,"#00BAFF","#B1AAFB"
"O117",189,44,3,33,"4",3,NA,"O117 - SHI",336,459,123,-85.8222069256772,38.2045006545617,117268.83824689,553,554,"M149","New Birth Ministry Center","3301 Linda Ln","{DF6249D5-B154-4475-BD2F-0A6414F5A524}",-85.823035857,38.2117799960001,-85.741452,38.199089,4.41104068181565,0.504096566089138,3.90694411572652,1331.28487325358,460.940523083544,210.603797065265,34.6237332327704,65.3762667672296,15.8195891274993,36.6071428571429,336,61.8062506548945,255.421420754395,15.2642123234101,"#04448B","#B1AAFB"
"D120",190,31,3,20,"7",11,NA,"D120 - JEF",291,382,91,-85.5814709763726,38.2017099052659,96478.8208828104,191,191,"V115","Jeffersontown High School Old Gym","9600 Old Six Mile Ln","{E8E7A3B2-870E-44BB-BB7A-31E3C16FF717}",-85.581033479,38.2011882950001,-85.741452,38.199089,8.7092731131712,0.0431429732902424,8.66613013988095,2992.87300783083,2232.71418813543,392.924032321609,74.601033264477,25.398966735523,13.128657022651,31.2714776632302,291,113.774650320156,220.11075114855,75.101811601353,"#00BAFF","#B1AAFB"
"K140",191,40,3,35,"5",15,"I103","K140",81,114,33,-85.7682643747259,38.2040496954816,112603.352215131,202,202,"I109","Suburban Masonic Lodge #740","3901 S 3rd St","{ABADB400-4C6E-41FA-B678-3C76DD06B08A}",-85.7649520109999,38.200017045,-85.741452,38.199089,1.49888615552674,0.331456863326515,1.16742929220023,932.781409146705,523.550651256971,81.6086309123103,56.127903721399,43.872096278601,8.74895555508173,40.7407407407407,81,10.2137869911603,51.2175703058676,1.36289115228713,"#3791FF","#DDDBFB"
"K125",192,40,3,35,"5",3,NA,"K125",77,74,-3,-85.7908952850568,38.2020150780776,114518.547366736,175,175,"J101","Most Blessed Sacrament Pioneer","3509 Taylor Blvd","{D7A58450-46DE-4979-8A2E-0AF1C04D216B}",-85.782280478,38.1957523350001,-85.741452,38.199089,2.69863538430764,0.637532249154573,2.06110313515307,1134.41845534489,709.747733233921,107.822230719542,62.5648965679196,37.4351034320804,9.5046259351239,-3.8961038961039,77,19.590014313341,77.1576090486404,4.24814613373781,"#00BAFF","#DDDBFB"
"H115",193,35,3,19,"6",21,NA,"H115",154,184,30,-85.7343137833765,38.2067247906775,109728.370377645,220,220,"H115","Audubon Trad Elem School Gym","1051 Hess Ln","{B07BE3B1-F733-4E7F-84F1-9D63A5AE0763}",-85.731275179,38.2081227100001,-85.741452,38.199089,0.654449522796146,0.191423866510475,0.463025656285671,610.103425542744,568.660281379093,97.659753895865,93.2071936611757,6.79280633882429,16.0070817188065,19.4805194805195,154,7.41168951806875,3.14524361305558,0.214392758378776,"#9FDDF3","#B1AAFB"
"C126",194,30,3,35,"2",10,NA,"C126",248,269,21,-85.6733157629129,38.2060305023364,104463.052037128,214,214,"C125","Uspiritus","3121 Brooklawn Campus Dr","{E49BB325-37C9-4AF4-98CF-338512D6BA30}",-85.674445443,38.2085113740001,-85.741452,38.199089,3.73916671601567,0.181821433795845,3.55734528221982,2603.61239807624,1107.74285281445,164.247548268468,42.5463810831803,57.4536189168197,6.30844853826274,8.46774193548387,248,22.4413296457155,204.382360200204,12.6547054569316,"#04448B","#DDDBFB"
"D114",195,31,3,19,"2",11,NA,"D114",213,290,77,-85.6157768593803,38.2071822946691,99544.3836959681,204,204,"C136","Hunsinger Lane Baptist Church","3400 Summerfield Dr","{692E07ED-6607-433D-A99D-489A66CDA34E}",-85.615462227,38.2021661110001,-85.741452,38.199089,6.86269170042189,0.346401727092682,6.51628997332921,1049.58287671821,900.683674242185,150.934397281975,85.813487836082,14.186512163918,14.3804172714698,36.150234741784,213,93.7069688783687,92.4434269702514,42.4620350165108,"#9FDDF3","#B1AAFB"
"O105",196,44,3,33,"4",1,NA,"O105",340,493,153,-85.8415707122092,38.1988977309802,118842.337678873,186,186,"O109","Crums Lane Elem School Gym","3212 S Crums Ln","{E065163B-546E-4A6B-91E0-96833254C0DA}",-85.839075771,38.192885081,-85.741452,38.199089,5.44935098334749,0.436375474077472,5.01297550927002,1469.8011028769,606.842017965466,174.412010673753,41.2873562809057,58.7126437190943,11.8663681999129,45,340,59.485813170144,294.325045048316,25.129923456541,"#04448B","#B1AAFB"
"H117",197,35,3,19,"6",10,NA,"H117 - APK",319,431,112,-85.7270130113068,38.2050771912312,109066.479506489,220,220,"H115","Audubon Trad Elem School Gym","1051 Hess Ln","{B07BE3B1-F733-4E7F-84F1-9D63A5AE0763}",-85.731275179,38.2081227100001,-85.741452,38.199089,0.887786882102249,0.312936788222001,0.574850093880248,1698.13455899891,1613.89125694862,248.980727786791,95.0390679228651,4.96093207713494,14.6620140593318,35.1097178683386,319,8.42846015848039,2.85179227027455,0.33045263043413,"#9FDDF3","#B1AAFB"
"D139",198,31,3,19,"2",11,NA,"D139",248,416,168,-85.5988017909228,38.2042609269542,98022.7812948509,224,224,"D117","Christ Lutheran Church","9212 Taylorsville Rd","{EBBAA800-4C80-438E-B1F7-E71B4AAAF9CC}",-85.5866571559999,38.210558484,-85.741452,38.199089,7.77217600240546,0.790891788506362,6.9812842138991,1823.40648768026,1486.71612632684,150.429564108081,81.5350903033276,18.4649096966724,8.24991931993496,67.741935483871,248,57.5950315142032,128.908782576452,48.7383292752368,"#9FDDF3","#DDDBFB"
"H118",199,35,3,19,"6",10,NA,"H118",233,292,59,-85.7163992988379,38.2057219694624,108165.020106487,208,208,"H118","Holy Family Cath Ch Saffin Ctr","3926 Poplar Level Rd","{0CD27EDF-FBE2-4497-A243-AF41B3BFA0EB}",-85.711123888,38.2024412420001,-85.741452,38.199089,1.43822612439664,0.365563817977814,1.07266230641883,1178.2836553565,1116.1094594016,172.467935138967,94.7233252644849,5.27667473551514,14.6372169685053,25.3218884120172,233,15.7007909129898,5.66009009201964,1.15060442361176,"#9FDDF3","#B1AAFB"
"C129",200,30,3,19,"2",26,"G155p","C129",349,414,65,-85.6583448433795,38.2063745363508,103183.007010314,216,216,"C122","Seneca High School Gym","3510 Goldsmith Ln","{BE274120-1757-4E5C-A955-7B6DC9F21A12}",-85.654364948,38.208481428,-85.741452,38.199089,4.55101322367858,0.260827250866138,4.29018597281244,2403.56072688163,1729.6318979589,365.049549424555,71.9612314602476,28.0387685397524,15.1878646269183,18.6246418338109,349,65.158763779379,120.29153148418,18.4056956813166,"#00BAFF","#B1AAFB"
"H113",201,35,3,19,"2",10,NA,"H113",137,184,47,-85.6975109386568,38.2075412222903,106576.040495961,199,199,"H112","Cyril Allgeier Community Center","4101 Cadillac Ct","{51EBE69D-EC2E-42AA-93A6-0CA2A94A9273}",-85.701874049,38.2009568440001,-85.741452,38.199089,2.46154397289172,0.512475781631096,1.94906819126063,432.636729836768,411.157678122749,83.591564481265,95.0353147958281,4.9646852041719,19.3214211176207,34.3065693430657,137,37.6587673103059,9.67651001107374,3.79886681418398,"#9FDDF3","#B1AAFB"
"K111",202,40,3,35,"5",6,NA,"K111",111,126,15,-85.7724989911915,38.2091445931815,113067.148302996,257,257,"K110","South Louisville Govt Center","2911 Taylor Blvd","{54A98C17-220D-4F73-BCA1-EA245165377C}",-85.773573558,38.208034497,-85.741452,38.199089,1.82652981275223,0.0963443210348482,1.73018549171738,1005.28490201664,555.12014196872,84.5421352286046,55.2201809512036,44.7798190487964,8.40976871919689,13.5135135135135,111,14.5504598266531,77.477393239957,2.99354183574931,"#3791FF","#DDDBFB"
"K149",203,40,3,35,"6",21,"I139","K149",1,1,0,-85.7505706814928,38.186225071383,110748.472312617,159,159,"I112","Beechmont Community Center","205 W Wellington Ave","{E5943342-6E9A-46C7-9C6E-318C422BBB7D}",-85.764590916,38.183960004,-85.741452,38.199089,1.01665855924326,0.779073426499688,0.237585132743569,82.6060908493333,70.9726693372152,9.57426368412482,85.9169930540152,14.0830069459848,11.5902636060911,0,1,2.75367431738611,3.3459130746904,0.0564466953007793,"#9FDDF3","#B1AAFB"
"K114",204,40,3,35,"5",6,NA,"K114",205,300,95,-85.780733483294,38.2088791396262,113771.946859933,212,212,"K111","Frayser Elementary School Cafe","1230 Larchmont Ave","{CA7C4E9C-2FB2-4B7E-AF85-7D31679599E5}",-85.779937573,38.208499773,-85.741452,38.199089,2.24199898805664,0.0506044484185291,2.19139453963811,1942.54902163801,966.379948028931,182.273020784213,49.7480340143001,50.2519659856999,9.38318769585108,46.3414634146341,205,20.5622662810876,110.121883867143,4.80221002835572,"#04448B","#DDDBFB"
"K134",205,40,3,19,"6",15,NA,"K134",171,223,52,-85.7436345650905,38.2095951090808,110588.81253421,213,213,"K140","Churchill Park School","435 Boxley Ave","{7EEE230E-5D19-4F57-81C9-918B620FA8D1}",-85.752383322,38.205868541,-85.741452,38.199089,0.734302972763848,0.541074379663751,0.193228593100098,879.305973669817,628.873599596817,72.5360028479018,71.5193139166552,28.4806860833448,8.24923348867631,30.4093567251462,171,1.59398778117114,5.50328290241026,0.0373372891914432,"#00BAFF","#DDDBFB"
"D117",206,31,3,19,"2",11,NA,"D117 - JEF",205,300,95,-85.5921160071916,38.2082441277308,97539.0161933237,224,224,"D117","Christ Lutheran Church","9212 Taylorsville Rd","{EBBAA800-4C80-438E-B1F7-E71B4AAAF9CC}",-85.5866571559999,38.210558484,-85.741452,38.199089,8.15214172032719,0.337246096018154,7.81489562430904,1160.22093480209,787.457032172981,154.006409638516,67.8713000733181,32.1286999266819,13.2738864658382,46.3414634146341,205,103.734037259454,251.082436471765,61.0725936188446,"#00BAFF","#B1AAFB"
"H116",207,35,3,19,"6",10,NA,"H116",204,310,106,-85.7291337765253,38.2109417592894,109367.590077261,220,220,"H115","Audubon Trad Elem School Gym","1051 Hess Ln","{B07BE3B1-F733-4E7F-84F1-9D63A5AE0763}",-85.731275179,38.2081227100001,-85.741452,38.199089,1.05725009869494,0.226685979584077,0.830564119110865,1029.62957804568,964.726329927408,159.313032147563,93.6964468093989,6.30355319060114,15.4728492211686,51.9607843137255,204,12.8511933835152,5.23550510302011,0.689836755954407,"#9FDDF3","#B1AAFB"
"C122",208,30,3,19,"2",26,NA,"C122",156,276,120,-85.6513815891181,38.2106505384788,102677.076665113,216,216,"C122","Seneca High School Gym","3510 Goldsmith Ln","{BE274120-1757-4E5C-A955-7B6DC9F21A12}",-85.654364948,38.208481428,-85.741452,38.199089,4.9664610775884,0.220777277456657,4.74568380013174,917.650468825356,685.72693552897,125.669917025153,74.7263755454448,25.2736244545552,13.6947477601158,76.9230769230769,156,64.9909425920722,119.940630144596,22.5215147308328,"#00BAFF","#B1AAFB"
"E166",209,32,3,20,"7",11,NA,"E166 - JEF",144,160,16,-85.5788167241857,38.211695629013,96479.8792116788,226,226,"E166","Community of Christ Church","2401 Merriwood Dr","{764C4AA2-87ED-48C8-890F-906D2D9E0B49}",-85.58322237,38.2112775480001,-85.741452,38.199089,8.89386296640509,0.241480660863284,8.65238230554181,395.00875164151,371.120243446509,81.8764486759335,93.9524103970535,6.04758960294653,20.7277556093847,11.1111111111111,144,179.344465868235,52.3260572717132,74.863719561253,"#9FDDF3","#7D76C7"
"G121",210,34,3,19,"2",8,NA,"G121",288,342,54,-85.6903012953274,38.2105710894905,106019.293608373,233,233,"G119","Atherton High School Gym Hallway","3000 Dundee Rd","{EDE78ABD-F8F3-45DF-87F8-5C1F7F818ABA}",-85.687764599,38.21409097,-85.741452,38.199089,2.89430119148472,0.279277296769477,2.61502389471524,1130.99309535546,1062.88462635639,299.523186857388,93.9779942708084,6.02200572919162,26.4832020714726,18.75,288,69.2542062254729,15.7476888759482,6.83834996993166,"#9FDDF3","#7D76C7"
"K123",211,40,3,33,"4",3,NA,"K123 - SHI",380,489,109,-85.8056916083037,38.2040832973609,115834.692761872,546,547,"M173","St Stephen United Church of Christ","1875 Farnsley Rd","{93DC415C-726E-4AD0-A350-E2021EDEE0A6}",-85.8112925839999,38.2024937310001,-85.741452,38.199089,3.51328472717744,0.323952407429291,3.18933231974815,1983.74056318054,599.764344429724,369.690063078526,30.2340112190941,69.7659887809059,18.6360086565856,28.6842105263158,380,59.4364247195549,222.50692283813,10.1718406457901,"#04448B","#B1AAFB"
"M173",212,42,3,33,"4",3,"O116","M173 - SHI",356,446,90,-85.8158030515382,38.2096122873977,116811.242805395,553,554,"M149","New Birth Ministry Center","3301 Linda Ln","{DF6249D5-B154-4475-BD2F-0A6414F5A524}",-85.823035857,38.2117799960001,-85.741452,38.199089,4.11111588236266,0.421049063112336,3.69006681925033,1168.6559246753,317.227832053181,245.42345282005,27.1446732400146,72.8553267599854,21.000488478954,25.2808988764045,356,77.4932057242371,268.841023882663,13.6165931305322,"#0B2E4F","#7D76C7"
"D131",213,31,3,19,"2",26,NA,"D131",147,201,54,-85.6333019484457,38.2107056739179,101126.50718591,217,217,"D130","St Michael Orthodox Church","3707 St Michael Church Dr","{85656864-BCFC-4ADC-A7C0-B112E1D2CFE7}",-85.6373298999999,38.211653373,-85.741452,38.199089,5.94027855517874,0.228738161921045,5.71154039325769,1233.4929804878,897.936851493525,344.399281905136,72.7962676478648,27.2037323521352,27.9206519496316,36.734693877551,147,159.46993141641,155.375216176591,32.6216936638142,"#00BAFF","#7D76C7"
"G119",214,34,3,19,"2",8,NA,"G119",266,298,32,-85.6942206974738,38.2154766959459,106461.046768802,233,233,"G119","Atherton High School Gym Hallway","3000 Dundee Rd","{EDE78ABD-F8F3-45DF-87F8-5C1F7F818ABA}",-85.687764599,38.21409097,-85.741452,38.199089,2.80798556497134,0.364090220825381,2.44389534414596,647.643987809265,633.355324680802,87.0113374935517,97.7937472751355,2.20625272486454,13.4350567798642,12.0300751879699,266,32.8338727126468,5.39185076230579,5.9726244531383,"#9FDDF3","#B1AAFB"
"D115",215,31,3,19,"2",11,NA,"D115",267,400,133,-85.6074413700583,38.2148483392853,99004.1833107851,248,248,"D115","Jeffersontown Fire Dept 2","4318 Taylorsville Rd","{C72A566D-5525-4199-9A04-3D51E69B7248}",-85.610219291,38.218674693,-85.741452,38.199089,7.37378687786032,0.304138454302893,7.06964842355743,2189.76547658577,1732.60206625729,420.504759438482,79.122722720002,20.877277279998,19.2031870049446,49.812734082397,267,135.759780736785,147.595010410709,49.9799288327081,"#00BAFF","#B1AAFB"
"G122",216,34,3,19,"2",8,NA,"G122",234,280,46,-85.6837111068148,38.2165596209924,105582.174910347,233,233,"G119","Atherton High School Gym Hallway","3000 Dundee Rd","{EDE78ABD-F8F3-45DF-87F8-5C1F7F818ABA}",-85.687764599,38.21409097,-85.741452,38.199089,3.36549895709782,0.278650060629871,3.08684889646795,541.013780859692,516.690791316167,125.398645444412,95.5041829979127,4.49581700208734,23.1784567936789,19.6581196581197,234,71.5483937753977,13.8779077516151,9.5286361096254,"#9FDDF3","#7D76C7"
"G129",217,34,3,19,"2",26,NA,"G129",80,79,-1,-85.66695278149,38.215003932291,104109.484348773,242,242,"G126","Farmington Visitors Center","3033 Bardstown Rd","{36FC3EAC-725E-4854-9308-5921EEC518DD}",-85.668153847,38.214602719,-85.741452,38.199089,4.20041730990651,0.0709752837618122,4.12944202614469,454.601406599463,424.494676139977,98.1602455775798,93.3773345127345,6.62266548726552,21.592596096841,-1.25,80,89.1653737758629,27.3479131882122,17.05229144729,"#9FDDF3","#7D76C7"
"V115",218,36,3,20,"7",11,"F149","V115 - JEF",177,260,83,-85.5671460723928,38.2099095046562,95438.9629537306,226,226,"E166","Community of Christ Church","2401 Merriwood Dr","{764C4AA2-87ED-48C8-890F-906D2D9E0B49}",-85.58322237,38.2112775480001,-85.741452,38.199089,9.5158474428742,0.879947391727529,8.63590005114667,1726.1332039041,1551.82202352837,269.457669833343,89.9016379511456,10.0983620488544,15.6104794939287,46.8926553672316,177,134.810540660043,87.2084453341989,74.5787696933951,"#9FDDF3","#B1AAFB"
"K135",219,40,3,35,"1",15,"K112p","K135",5,9,4,-85.7592996570174,38.2085919405842,111918.52979104,213,213,"K140","Churchill Park School","435 Boxley Ave","{7EEE230E-5D19-4F57-81C9-918B620FA8D1}",-85.752383322,38.205868541,-85.741452,38.199089,1.17181252878747,0.42067134941687,0.751141179370601,370.76050005535,252.978356899984,22.1661070244601,68.2322838765772,31.7677161234228,5.97855138860556,80,5,4.49073614096492,23.8620397548583,0.564213071346257,"#00BAFF","#DDDBFB"
"G154",220,34,3,19,"2",26,"D130p/G165p","G154",228,287,59,-85.6485514579688,38.2159680880912,102552.46106651,229,229,"G154","Bon Air Library","2816 Del Rio Pl","{C3686709-BA47-4E75-83EA-0739C9358154}",-85.655179398,38.2151819760001,-85.741452,38.199089,5.1881742207915,0.364721340167595,4.8234528806239,1283.53027688327,1070.23148737279,161.226536320978,83.3818653636728,16.6181346363272,12.5611790562881,25.8771929824561,228,60.5882553030853,80.1567893821884,23.265697691599,"#9FDDF3","#B1AAFB"
"D130",221,31,3,19,"2",26,NA,"D130",206,337,131,-85.6413125411377,38.2170334484824,101956.10548359,217,217,"D130","St Michael Orthodox Church","3707 St Michael Church Dr","{85656864-BCFC-4ADC-A7C0-B112E1D2CFE7}",-85.6373298999999,38.211653373,-85.741452,38.199089,5.58856185378089,0.429730087390742,5.15883176639015,1094.07228442418,942.177714537729,193.19340054655,86.1165873545185,13.8834126454815,17.6581934573207,63.5922330097087,206,91.0956493446886,71.6221901814128,26.6135451939161,"#9FDDF3","#B1AAFB"
"G123",222,34,3,19,"2",8,NA,"G123 - SMM",119,149,30,-85.6836071930509,38.2190258473973,105627.726204676,265,265,"G161","Immanuel United Church of Christ","2300 Taylorsville Rd","{ABFE772A-4B80-4BF7-952F-C9C947681389}",-85.681421733,38.223412744,-85.741452,38.199089,3.43521467173827,0.32510453160784,3.11011014013043,319.900382648253,303.746875192273,40.1229041523211,94.9504569759326,5.04954302406736,12.5423120223142,25.2100840336134,119,39.0079718012793,15.7046349621768,9.67278508374212,"#9FDDF3","#B1AAFB"
"K113",223,40,3,35,"1",6,NA,"K113",96,122,26,-85.7808445260219,38.2133944966546,113870.29593621,212,212,"K111","Frayser Elementary School Cafe","1230 Larchmont Ave","{CA7C4E9C-2FB2-4B7E-AF85-7D31679599E5}",-85.779937573,38.208499773,-85.741452,38.199089,2.36002919888772,0.341189990752305,2.01883920813541,613.952326592082,311.850658640982,68.7135774355092,50.7939533956974,49.2060466043026,11.1920053820667,27.0833333333333,96,22.5948592829787,99.3390961621043,4.07571174830481,"#3791FF","#B1AAFB"
