MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|SENTTYPE|SENTDATE|RECTYPE|RECDATE|ACC OR REJ|DUP|REQ DENIED|
AUBURN|N||100182469|D|4-1|2|20|62|5|WV|05/28/2014|IV|05/28/2014|DV|06/03/2014 12:42 pm|ACC|||
AUBURN|N||048706065|D|1-1|2|20|62|5|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:00 pm|ACC|||
AUBURN|N||048706151|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048706165|R|2-1|2|20|62|5|VP|05/20/2014|VP|05/20/2014|VP|05/20/2014 02:15 pm|ACC|||
AUBURN|N||100159003|D|2-1|2|20|62|5|VP|05/20/2014|VP|05/20/2014|VP|05/20/2014 02:15 pm|ACC|||
AUBURN|N||100405514|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||100006351|D|3-1|2|20|63|6|ER|06/05/2014|MV|06/05/2014|IF|06/10/2014 07:10 pm|ACC|||
AUBURN|N||048706512|D|3-1|2|20|63|6|ER|06/05/2014|MV|06/05/2014|||REJ|||
AUBURN|N||000801591|G|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||051602539|R|1-1|2|20|64|5|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 01:52 pm|ACC|||
AUBURN|N||048706956|D|2-1|2|20|64|6|WV|05/29/2014|IV|05/29/2014|DV|06/09/2014 11:25 am|ACC|||
AUBURN|N||100296184|R|3-1|2|20|62|5|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 10:05 am|ACC|||
AUBURN|N||048810042|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048707293|D|5-1|2|20|63|6|ER|05/29/2014|MV|05/29/2014|MA|06/04/2014 11:22 am|ACC|||
AUBURN|N||048707349|D|2-1|2|20|64|6|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:41 pm|ACC|||
AUBURN|N||048707424|D|3-1|2|20|62|5|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 10:30 am|ACC|||
AUBURN|N||048707518|G|1-1|2|20|64|6|ER|05/30/2014|MV|06/02/2014|DV|06/10/2014 10:00 am|ACC|||
AUBURN|N||048707577|R|3-1|2|20|64|5|TR|06/04/2014|MV|06/04/2014|MA|06/09/2014 10:45 am|ACC|||
AUBURN|N||048707599|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||024602394|R|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||048707872|D|2-1|2|20|64|6|TR|06/05/2014|MV|06/05/2014|DV|06/10/2014 05:08 pm|ACC|||
AUBURN|N||100035164|R|2-1|2|20|64|6|TR|06/05/2014|MV|06/05/2014|VP|06/06/2014 03:47 pm|ACC|||
AUBURN|N||048707905|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||100157310|R|4-1|2|20|63|6|TR|05/28/2014|MV|05/28/2014|MA|06/02/2014 11:00 am|ACC|||
AUBURN|N||048708047|R|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||049624142|D|3-1|2|20|63|6|WV|06/04/2014|IF|06/04/2014|MA|06/09/2014 10:45 am|ACC|||
AUBURN|N||001802848|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||100194180|R|4-1|2|20|63|6|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 01:54 pm|ACC|||
AUBURN|N||048708465|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||100074058|D|3-1|2|20|64|5|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:14 pm|ACC|||
AUBURN|N||048708562|R|1-1|2|20|64|5|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 04:24 pm|ACC|||
AUBURN|N||048708689|R|3-1|2|20|64|6|TR|05/14/2014|MV|05/14/2014|MA|05/27/2014 11:15 am|ACC|||
AUBURN|N||048708745|D|3-1|2|20|64|6|ER|05/27/2014|MV|05/27/2014|MA|06/02/2014 11:00 am|ACC|||
AUBURN|N||048812053|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048812058|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048709010|D|4-1|2|20|62|5|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 09:38 am|ACC|||
AUBURN|N||100063284|D|5-1|2|20|63|5|WV|06/03/2014|IV|06/03/2014|DV|06/06/2014 10:12 am|ACC|||
AUBURN|N||048709096|D|2-1|2|20|62|5|WV|06/05/2014|IF|06/05/2014|IF|06/06/2014 10:28 am|ACC|||
AUBURN|N||017200702|D|1-1|2|20|64|6|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:23 am|ACC|||
AUBURN|N||048812584|R|5-1|2|20|63|5|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 03:18 pm|ACC|||
AUBURN|N||100296836|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048709388|R|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||100373272|D|5-1|2|20|63|5|WV|06/05/2014|IF|06/05/2014|IF|06/09/2014 03:31 pm|ACC|||
AUBURN|N||048709655|D|5-1|2|20|63|5|WV|06/05/2014|IF|06/05/2014|IF|06/09/2014 03:31 pm|ACC|||
AUBURN|N||048709656|D|5-1|2|20|63|5|WV|06/05/2014|IV|06/05/2014|DV|06/09/2014 03:31 pm|ACC|||
AUBURN|N||048903682|D|5-1|2|20|62|5|TR|05/28/2014|MV|05/28/2014|MA|06/02/2014 11:00 am|ACC|||
AUBURN|N||048709772|D|2-1|2|20|64|5|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 04:41 pm|ACC|||
AUBURN|N||048709801|D|1-1|2|20|62|5|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 09:35 am|ACC|||
AUBURN|N||048709882|D|5-1|2|20|63|6|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:33 am|ACC|||
AUBURN|N||048709900|D|5-1|2|20|63|6|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:31 am|ACC|||
AUBURN|N||048709997|D|2-1|2|20|62|5|VP|05/20/2014|VP|05/20/2014|VP|05/20/2014 02:15 pm|ACC|||
AUBURN|N||048709999|R|3-1|2|20|62|5|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 10:05 am|ACC|||
AUBURN|N||048710002|D|1-1|2|20|64|6|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:15 am|ACC|||
AUBURN|N||048710197|D|1-1|2|20|64|6|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 06:03 pm|ACC|||
AUBURN|N||100022314|D|5-1|2|20|62|5|WV|06/04/2014|IF|06/04/2014|IF|06/10/2014 01:20 pm|ACC|||
AUBURN|N||049630205|D|5-1|2|20|62|5|WV|06/04/2014|IV|06/04/2014|DV|06/10/2014 01:20 pm|ACC|||
AUBURN|N||048814009|D|1-1|2|20|62|5|VP|05/15/2014|VP|05/15/2014|VP|05/15/2014 09:14 am|ACC|||
AUBURN|N||048710351|D|4-1|2|20|63|5|WV|06/04/2014|IV|06/04/2014|DV|06/05/2014 10:14 am|ACC|||
AUBURN|N||048710352|D|4-1|2|20|63|5|WV|06/04/2014|IF|06/04/2014|IF|06/05/2014 10:19 am|ACC|||
AUBURN|N||048710386|R|2-1|2|20|64|6|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 01:00 pm|ACC|||
AUBURN|N||048710387|R|2-1|2|20|64|6|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 12:59 pm|ACC|||
AUBURN|N||100183636|R|1-1|2|20|62|5|TR|06/05/2014|MV|06/05/2014|||REJ|||
AUBURN|N||048710430|D|4-1|2|20|63|5|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 09:30 am|ACC|||
AUBURN|N||100389293|D|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||048814502|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048710690|D|2-1|2|20|62|5|TR|05/13/2014|MV|05/13/2014|DV|05/20/2014 11:55 am|ACC|||
AUBURN|N||048710691|D|2-1|2|20|62|5|ER|05/13/2014|MV|05/15/2014|MA|05/23/2014 10:15 am|ACC|||
AUBURN|N||100034812|D|3-1|2|20|64|6|ER|05/27/2014|MV|05/27/2014|MA|06/02/2014 11:00 am|ACC|||
AUBURN|N||100406595|D|4-1|2|20|63|5|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 09:30 am|ACC|||
AUBURN|N||048710724|R|4-1|2|20|63|5|WV|06/10/2014|IF|06/10/2014|IF|06/10/2014 06:18 pm|ACC|||
AUBURN|N||048710751|R|3-1|2|20|64|6|ER|06/05/2014|MV|06/06/2014|||REJ|||
AUBURN|N||048710882|D|5-1|2|20|63|5|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:46 am|ACC|||
AUBURN|N||000802592|D|2-1|2|20|62|5|ER|05/19/2014|MV|05/19/2014|MA|05/28/2014 09:00 am|ACC|||
AUBURN|N||048710884|D|5-1|2|20|63|5|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:48 am|ACC|||
AUBURN|N||000802607|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048710953|D|5-1|2|20|63|6|TR|06/03/2014|MV|06/03/2014|IF|06/10/2014 09:00 am|ACC|||
AUBURN|N||100105080|D|1-1|2|20|62|5|TR|05/05/2014|MV|05/13/2014|MA|05/20/2014 09:15 am|ACC|||
AUBURN|N||048710973|D|1-1|2|20|62|5|TR|05/05/2014|MV|05/13/2014|MA|05/20/2014 09:15 am|ACC|||
AUBURN|N||048710982|D|3-1|2|20|62|5|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 10:30 am|ACC|||
AUBURN|N||048815255|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048711170|D|2-1|2|20|62|5|WV|06/05/2014|IV|06/05/2014|DV|06/06/2014 10:29 am|ACC|||
AUBURN|N||009804310|R|3-1|2|20|63|5|ER|05/13/2014|MV|05/13/2014|||REJ|||
AUBURN|N||048711222|D|2-1|2|20|62|5|WV|05/20/2014|IF|05/20/2014|IF|05/30/2014 11:40 am|ACC|||
AUBURN|N||048711231|D|2-1|2|20|62|5|WV|05/20/2014|IV|05/20/2014|DV|05/30/2014 11:40 am|ACC|||
AUBURN|N||048815663|D|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||048815667|D|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||048815723|D|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||048815823|R|3-1|2|20|63|6|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:08 am|ACC|||
AUBURN|N||048812079|D|3-1|2|20|63|6|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:10 am|ACC|||
AUBURN|N||048711503|R|1-1|2|20|64|5|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 10:15 am|ACC|||
AUBURN|N||048711517|R|2-1|2|20|64|6|TR|06/04/2014|MV|06/04/2014|MA|06/09/2014 10:45 am|ACC|||
AUBURN|N||048711578|R|4-1|2|20|63|5|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:05 am|ACC|||
AUBURN|N||048711579|R|4-1|2|20|63|5|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:07 am|ACC|||
AUBURN|N||048711674|D|3-1|2|20|62|5|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 11:15 am|ACC|||
AUBURN|N||048711807|R|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||048816338|D|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||048711870|D|2-1|2|20|62|5|TR|06/05/2014|MV|06/06/2014|||REJ|||
AUBURN|N||048711872|D|2-1|2|20|62|5|TR|06/05/2014|MV|06/06/2014|||REJ|||
AUBURN|N||048711966|D|2-1|2|20|62|5|WV|06/05/2014|IV|06/05/2014|MA|06/09/2014 10:45 am|ACC|||
AUBURN|N||048711975|R|5-1|2|20|63|5|TR|05/29/2014|MV|05/29/2014|MA|06/03/2014 10:00 am|ACC|||
AUBURN|N||048712103|R|5-1|2|20|63|5|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 11:46 am|ACC|||
AUBURN|N||048817057|D|4-1|2|20|63|5|VP|05/20/2014|VP|05/20/2014|VP|05/20/2014 10:05 am|REJ|||
AUBURN|N||048817057|D|4-1|2|20|63|5|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 01:00 pm|ACC|2||
AUBURN|N||048712418|D|5-1|2|20|63|5|WV|06/05/2014|IF|06/05/2014|IF|06/06/2014 10:14 am|ACC|||
AUBURN|N||048712486|R|5-1|2|20|63|5|WV|06/05/2014|IV|06/05/2014|DV|06/06/2014 10:13 am|ACC|||
AUBURN|N||048712537|D|1-1|2|20|64|6|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:20 am|ACC|||
AUBURN|N||100404511|R|4-1|2|20|63|5|VP|05/20/2014|VP|05/20/2014|VP|05/20/2014 10:05 am|REJ|||
AUBURN|N||100404511|R|4-1|2|20|63|5|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 01:00 pm|ACC|2||
AUBURN|N||048712882|D|3-1|2|20|63|6|VP|05/28/2014|IV|05/28/2014|VP|05/28/2014 11:59 am|ACC|||
AUBURN|N||048817891|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||100089062|R|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||100405301|R|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||048818446|R|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||048713336|D|1-1|2|20|64|6|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:18 am|ACC|||
AUBURN|N||048713454|D|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||050809255|D|4-1|2|20|63|5|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 09:30 am|ACC|||
AUBURN|N||000803212|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048713596|D|5-1|2|20|62|5|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:38 pm|ACC|||
AUBURN|N||048713601|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048713648|R|4-1|2|20|63|6|TR|05/21/2014|MV|05/21/2014|MA|06/10/2014 10:00 am|ACC|||
AUBURN|N||048819086|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048713813|D|1-1|2|20|64|5|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:31 pm|ACC|||
AUBURN|N||024604245|R|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||048714119|D|2-1|2|20|63|6|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 09:45 am|ACC|||
AUBURN|N||048714283|D|4-1|2|20|63|6|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 10:58 am|ACC|||
AUBURN|N||100297483|D|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048715418|R|2-1|2|20|64|6|WV|05/30/2014|MV|05/30/2014|DV|06/05/2014 09:48 am|ACC|||
AUBURN|N||048714332|R|1-1|2|20|64|6|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 05:42 pm|ACC|||
AUBURN|N||048714354|D|3-1|2|20|62|5|TR|06/05/2014|MV|06/05/2014|IF|06/09/2014 03:18 pm|ACC|||
AUBURN|N||048714408|R|4-1|2|20|63|5|TR|05/29/2014|MV|05/29/2014|MA|06/03/2014 10:00 am|ACC|||
AUBURN|N||048714419|D|1-1|2|20|62|5|WV|05/22/2014|IF|05/22/2014|MA|06/09/2014 10:45 am|ACC|||
AUBURN|N||100406594|D|4-1|2|20|63|5|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 09:30 am|ACC|||
AUBURN|N||048820266|D|4-1|2|20|63|5|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 09:30 am|ACC|||
AUBURN|N||048714624|D|2-1|2|20|62|5|VP|05/20/2014|VP|05/20/2014|VP|05/20/2014 02:15 pm|ACC|||
AUBURN|N||048714831|D|1-1|2|20|64|5|TR|05/22/2014|MV|05/22/2014|MA|05/28/2014 09:00 am|ACC|||
AUBURN|N||048714839|D|1-1|2|20|64|5|TR|05/22/2014|MV|05/22/2014|MA|05/28/2014 09:00 am|ACC|||
AUBURN|N||048714845|D|1-1|2|20|64|5|TR|05/22/2014|MV|05/22/2014|MA|05/29/2014 10:30 am|ACC|||
AUBURN|N||048714890|D|3-1|2|20|62|5|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 11:59 am|ACC|||
AUBURN|N||048714958|R|3-1|2|20|64|6|TR|05/23/2014|MV|05/27/2014|IF|06/03/2014 02:41 pm|ACC|||
AUBURN|N||100003299|R|4-1|2|20|63|6|WV|06/05/2014|IV|06/05/2014|DV|06/06/2014 11:35 am|ACC|||
AUBURN|N||048715006|R|4-1|2|20|63|6|WV|06/05/2014|IF|06/05/2014|IF|06/06/2014 11:34 am|ACC|||
AUBURN|N||048715094|R|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048715185|D|2-1|2|20|64|6|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:39 pm|ACC|||
AUBURN|N||048715251|R|2-1|2|20|64|5|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 09:49 am|ACC|||
AUBURN|N||048715257|R|2-1|2|20|64|5|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 09:47 am|ACC|||
AUBURN|N||048715400|D|4-1|2|20|62|5|TR|06/03/2014|MV|06/03/2014|MA|06/09/2014 10:45 am|ACC|||
AUBURN|N||048715623|R|4-1|2|20|63|5|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 10:00 am|ACC|||
AUBURN|N||048715737|D|2-1|2|20|64|5|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 09:21 am|ACC|||
AUBURN|N||048715741|D|3-1|2|20|63|6|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:43 am|ACC|||
AUBURN|N||023903472|R|3-1|2|20|62|5|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 11:15 am|ACC|||
AUBURN|N||048822170|D|3-1|2|20|62|5|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 10:30 am|ACC|||
AUBURN|N||048715967|R|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||048822524|D|3-1|2|20|62|5|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 01:49 am|ACC|||
AUBURN|N||048716232|R|2-1|2|20|62|5|VP|05/20/2014|VP|05/20/2014|VP|05/20/2014 02:15 pm|ACC|||
AUBURN|N||049114635|R|1-1|2|20|62|5|ER|06/03/2014|MV|06/03/2014|||REJ|||
AUBURN|N||100036288|R|1-1|2|20|62|5|ER|05/27/2014|MV|05/27/2014|MA|06/04/2014 11:22 am|ACC|||
AUBURN|N||048716381|D|2-1|2|20|64|5|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 03:25 pm|ACC|||
AUBURN|N||048716398|D|1-1|2|20|62|5|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 01:07 pm|ACC|||
AUBURN|N||048716400|D|1-1|2|20|62|5|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 02:06 pm|ACC|||
AUBURN|N||048716439|D|1-1|2|20|64|6|WV|05/27/2014|IF|05/27/2014|IF|05/29/2014 01:00 pm|ACC|||
AUBURN|N||048716440|D|1-1|2|20|64|6|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 03:03 pm|ACC|||
AUBURN|N||018204518|R|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||048716571|D|3-1|2|20|63|6|TR|06/05/2014|MV|06/05/2014|MA|06/09/2014 10:45 am|ACC|||
AUBURN|N||100049678|D|1-1|2|20|64|6|TR|06/04/2014|MV|06/04/2014|MA|06/10/2014 10:00 am|ACC|||
AUBURN|N||100049676|D|1-1|2|20|64|6|TR|06/04/2014|MV|06/04/2014|MA|06/10/2014 10:00 am|ACC|||
AUBURN|N||100381854|G|1-1|2|20|64|5|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 10:30 am|ACC|||
AUBURN|N||048716690|D|2-1|2|20|64|5|ER|06/03/2014|MV|06/03/2014|IF|06/10/2014 02:26 pm|ACC|||
AUBURN|N||048716933|D|4-1|2|20|63|5|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 09:30 am|ACC|||
AUBURN|N||048716956|R|1-1|2|20|62|5|ER|05/30/2014|MV|06/02/2014|||REJ|||
AUGUSTA|N||050600003|D|1-1|1|15|85|1|ER|05/09/2014|MV|05/13/2014|MA|06/10/2014 08:15 am|ACC|||
AUGUSTA|N||050400037|R|4-1|1|15|85|1|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 09:39 am|ACC|||
AUGUSTA|N||050400126|D|4-1|1|15|80|1|TR|05/07/2014|MV|05/13/2014|DV|05/29/2014 03:26 pm|ACC|||
AUGUSTA|N||050400137|R|4-1|1|15|85|1|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 09:51 am|ACC|||
AUGUSTA|N||050500073|D|1-1|1|15|86|1|TR|05/30/2014|MV|05/30/2014|MA|06/03/2014 08:05 am|ACC|||
AUGUSTA|N||050412538|G|1-1|1|15|85|1|TR|05/21/2014|MV|05/21/2014|MA|06/02/2014 08:22 am|ACC|||
AUGUSTA|N||050400257|R|2-1|1|15|85|1|TR|05/27/2014|MV|05/27/2014|DV|06/02/2014 02:46 pm|ACC|||
AUGUSTA|N||050400304|R|2-1|1|15|85|1|WV|06/02/2014|IF|06/02/2014|IF|06/05/2014 12:54 pm|ACC|||
AUGUSTA|N||050400343|D|3-1|1|15|86|1|WP|05/21/2014|IP|05/21/2014|TP|05/23/2014 11:24 am|ACC|||
AUGUSTA|N||050400406|D|4-1|1|15|85|1|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 10:10 am|ACC|||
AUGUSTA|N||050400451|D|2-1|1|15|85|1|TR|05/08/2014|MV|05/13/2014|MA|05/20/2014 07:59 am|ACC|||
AUGUSTA|N||050400510|R|3-1|1|15|86|1|TR|05/13/2014|MV|05/13/2014|MA|05/22/2014 08:04 am|ACC|||
AUGUSTA|N||050400547|D|2-1|1|15|85|1|ER|05/05/2014|MV|05/13/2014|DV|05/28/2014 02:39 pm|ACC|||
AUGUSTA|N||050400548|D|2-1|1|15|85|1|ER|05/05/2014|MV|05/13/2014|DV|05/28/2014 02:40 pm|ACC|||
AUGUSTA|N||100262963|G|2-1|1|15|85|1|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 11:15 am|ACC|||
AUGUSTA|N||050600085|D|1-1|1|15|86|1|TR|05/05/2014|MV|05/13/2014|MA|05/21/2014 08:01 am|ACC|||
AUGUSTA|N||100066114|R|1-1|1|15|86|1|WV|05/27/2014|IV|05/27/2014|MA|05/30/2014 08:00 am|ACC|||
AUGUSTA|N||100066115|R|1-1|1|15|86|1|WV|05/27/2014|IV|05/27/2014|MA|05/30/2014 08:00 am|ACC|||
AUGUSTA|N||050400611|G|4-1|1|15|80|1|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 09:30 am|ACC|||
AUGUSTA|N||050400674|D|1-1|1|15|85|1|ER|05/16/2014|MV|05/16/2014|MA|06/05/2014 08:31 am|ACC|||
AUGUSTA|N||050400675|D|1-1|1|15|86|1|TR|05/27/2014|MV|05/27/2014|MA|05/30/2014 08:00 am|ACC|||
AUGUSTA|N||050400716|D|4-1|1|15|85|1|WV|06/02/2014|IF|06/02/2014|||REJ|||
AUGUSTA|N||050400719|R|4-1|1|15|85|1|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 09:24 am|ACC|||
AUGUSTA|N||050400775|D|4-1|1|15|85|1|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 03:29 pm|ACC|||
AUGUSTA|N||050400834|R|3-1|1|15|86|1|TR|05/23/2014|MV|05/23/2014|MA|06/04/2014 08:14 am|ACC|||
AUGUSTA|N||050400919|D|1-1|1|15|86|1|TR|05/15/2014|MV|05/15/2014|MA|05/20/2014 07:59 am|ACC|||
AUGUSTA|N||050400926|R|1-1|1|15|86|1|TR|05/09/2014|MV|05/13/2014|MA|05/19/2014 08:00 am|ACC|||
AUGUSTA|N||050400940|R|1-1|1|15|86|1|TR|05/15/2014|MV|05/15/2014|MA|05/20/2014 07:59 am|ACC|||
AUGUSTA|N||050400965|R|2-1|1|15|85|1|TR|06/02/2014|MV|06/02/2014|IF|06/04/2014 12:10 pm|ACC|||
AUGUSTA|N||050400967|R|2-1|1|15|85|1|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:12 pm|ACC|||
AUGUSTA|N||050401076|D|4-1|1|15|85|1|ER|05/21/2014|MV|05/21/2014|MA|06/03/2014 08:04 am|ACC|||
AUGUSTA|N||050401091|D|2-1|1|15|85|1|TR|05/29/2014|MV|05/29/2014|DV|06/02/2014 11:52 am|ACC|||
AUGUSTA|N||050401100|D|2-1|1|15|85|1|TR|05/29/2014|MV|05/29/2014|IF|06/02/2014 11:52 am|ACC|||
AUGUSTA|N||021400037|D|1-1|1|15|86|1|TR|05/28/2014|MV|05/28/2014|MA|06/09/2014 08:21 am|ACC|||
AUGUSTA|N||050401172|R|3-1|1|15|86|1|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:48 am|ACC|||
